symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,Reviews,Sentiment
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8358,8.392857143,Low,0,1,"exterior design is really futuristic. looks much better than most of the new cars. i will suggest to go for 1500cc instaead of 1300cc. there hell amount of difference in acceleration. i owned 1.5 manual and that is nothing less than a rocket with 12km/L in city. i dont like dashboard plastic quality. its pathetic. overall a good subcompact sedan. unfortunately we Pakistanis have to pay a lot of money for these cars like city, civic, gli, xli etc. in other countries these cars are considered as entry level cars and for us these are our BMW and Mercedes  More ",Positive
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,9258,8.392857143,Low,0,1,very nice car paint quality is excellent ac performance is excellent pic is very fast suspention is like sedan cars fuel average is good not excelent bcz it has suzuki potohar engine engine performace is really good very powerful engine betyer than new Suzuki alto and other japenes cars,Positive
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948,0.888888889,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8058,8.103448276,Low,0,1,Low to the ground. Aerodynamic shape. Best road grip. Best steering feel due to hydraulic powered steering and not electronic powered steering which makes you connected to the road. Most powerful of all Civics. This makes it one of the best car in 1800cc category.,Positive
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8238,8.103448276,Low,0,1,"Great Car with unique Style, fuel efficient , amazing road grip, spacy boot, I am getting 14km / litres in city , upto 16 km in highways,I will highly recommend for families in this price range , You can compare this vehicle to much expensive MPVs available in the market , Simply amazing car for families, with lot of modification options.",Positive
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948,0.888888889,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,9.038461538,Medium,0,1,i love its shape in all corlla. it give 14 avg and suspension and road grip is very good. althogh a little underpowered because cant cross 160 but while driving in 160 you wont feel it.this model have the most comfortable drive and its mileage is even better than the new corlla ,Positive
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,9.038461538,Medium,0,1,The car is bigger in size than Alto Cuore and Mehran and also the fuel economy i think in better than All those... If you talk about comfort the comfort level is also better than the above three... Leg room and head room is also fine... AC performance in a hot day like 38°C i've experienced it takes time but if you put it on full speed it will be ok... Have a couple of cup holder must be atleast 4-5 Although the performance with AC Fuel Avg and pick is fine ,Positive
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,52,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,9.791666667,Medium,0,1,"Excellent build quality, both interior and exterior are of superior quality. Fuel mileage is 12-13 with AC in the City and 15-16 without AC in City. I am enjoying my KIA Picanto and it's far better than Suzuki Cultus. I recommend Automantical variant only because price difference is not much between the two. So you will never feel a low quality small car. As it gives you feel like sitting in a luxurious big car.",Positive
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,52,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,9.791666667,Medium,0,1,"I have driven my Honda City 1.3 MT for two years covering a distance of 30,000km. I bought it mainly because of its sporty outlook, better fuel economy, and the lowest price among all new sedans manufactured in Pakistan.  The Comfort level of Honda City is inferior to Corolla. Therefore, I have added one-inch foam cushioning in seats and replaced Eurostar tires with Yokohama Advan DB to get a reasonable comfort.  Inter-city travel fuel average remains 16km/l with AC and 18 without it. Inside Islamabad, it comes down to 14km/l, making it the most fuel economical sedan manufactured in Pakistan.  The value for money is 5/5. I recommend Honda to keep the price low and do not change the model. Rich ones will buy Civic while most Pakistani would buy Honda City due to economical factor.  More ",Positive
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,52,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,9.791666667,Medium,0,1,"I am the owner of the Cultus VXR 2019, and here's my review on this car Problems: Okay, now the problem I faced is the poor built quality of this car. When I bought this car in Feb 2019(zero meter) it feels very solid. But as the time passes(about a couple of month) the various parts of the car start making noises. Firstly the hood of the car was not properly fit and it starts making noise, then when I drove my car to about 5,000 km the rear driver's wheel starts making noise and now I have drove my car to about 25,000km and I am facing the exactly same problem, the dealership also don't know how to solve this problem. Also glove box is not properly fit.One of the passenger door also has noise issue. I am not satisfied with the built quality of this car.  plus point: Perfomance is quite good. Engine runs smoothly. Faced no issue about its engine oil or other lubricants.  More ",Neutral
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,52,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,9.791666667,Medium,0,1,I am using this car from past 40 days .. i purchase it in 2019 but as i was not in town so i couldn't drive .. but i would like to tell you when i was buying a car there are so many options for used card my budget was 1.2 millions . Like used carrolla jdm even suzuki alto 2019 model 660cc..but i bought new suzuki mehran 2019 because my usage is alot ... I drive my car in 40 days 12k kms .. i just wanted to share with you guys people are saying its teen daba its really not.. engine performance is really amazing . When i bought i heard ac doesn't work good no cooling but i am enjoying. Thats enough for you even for long drive you dont feel sweat.. i drive continues 1000km in 24hrs non stop or only stop for petrol or refurbishment..i never had any issue i totally drive on ac i drive from karachi to Islamabad and then lahore i never face any single issue . Petrol average i am getting with ac is15/ 16kms with out 18 /19 only changed oil filter rest is stock More ,Negative
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,52,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,9.791666667,Medium,0,1,"Beautiful car. Much better than honda city. The build quality, comfort and style is all 10/10. Very smooth suspension and drive is very good. Best part is its fuel economy which minimum 17km per liter within city and on the long route OMG 21 easily, what else you need ?",Negative
2,134,toyota,std,two,convertible,rwd,front,98.4,0.846708313,0.911111111,53,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,9.791666667,Medium,0,1,exterior is pretty beautiful..... interior is very different from pakiatani version...some specs are: 1. It has auto climate control.. 2. retractable mirrors . 3.seat adjustment ....  Talking about its comfort so its very comfortable and friendly to drive .... about my last words i wanna say its an amazing car for family and has great power ...,Negative
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.843825084,0.923611111,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,8.103448276,Low,0,1,Exterior is very stylish and agrasive it haz alot of features like sports mode hight control trip tonic gare box full of features nothing that I miss comfort is very good handling road grip every thing is perfect and very good offroad machine value to many very happy with my car ,Negative
-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.843825084,0.923611111,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,7.833333333,Low,1,0,"On motorway at 100 speed I achieved 18.3 / ltr on total 1200 km , without A/c , and with two passengers including the Driver. If you drive in ECO mode then you achieve good fuel average . So my conclusion is that honda Brv is a good family car with Excellent fuel consumption .",Neutral
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,8.703703704,Low,0,1,Six speed manual grande 2020 fast speed my frnd 2019 corolla 1.8 cvt vs new 2020 corolla 1.8 six manual manual win 100km/h 7.8 sec six manual 100km/h 10.5 sec cvt top spped max speed 225km/h manual max speed 205km/h cvt six speed per liter 16km ot 18km long 11 to 13 km city ,Negative
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.843825084,0.923611111,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,8.703703704,Low,0,1,Nice family car not for youth(not made for them????). My father bought 2020 facelift i-vtec s its seat chosing are also improved from previous models. It handles ok if tyre pressure is according to manual. Interior is now provided lights. Keyless entry and push start and stop. Two airbags. Few things that they should are traction control and vsa as given internationally except Pakistan. -2 stars because they didn't give those extra safety features.,Negative
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,8.703703704,Low,0,1,"I was very satisfied with the car. All parts (other than body parts) are very easily available, didn't get chance to check body parts as I didn't require The performance and drive of car is awesome. It's hard to find car in this budget with these specs. I'm overall very much satisfied with car.",Negative
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,52,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,11.75,High,0,1,This is Vtech Engine with 7Speed (Manual & Automatic). it's give me 12.5 to 14 in Local and 15 to 17 in Long route. Road grip is good if you are using best tyres from after market. car have more Powerful with best mileage. Car have little noise from outside but if you change the rubbers and install the noise reduction sheets the noise will reduce very much.,Positive
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,52,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,12.36842105,High,0,1,I just bought a 1.3 automatic. I drive it on mostly on a highway to work. It gives me around 20.5kmpl. I don't use the ac as it is cold outside. I am more than satisfied with my choice. I had to decide between this or a corolla xli. Xli comes with manual windows.,Positive
-1,90,toyota,std,four,sedan,rwd,front,104.5,0.902450745,0.923611111,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,11.75,High,0,1,1.5 Aspire Prosmatic Is The Best Car in its Price Range. Very nice Fuel economy Better Then 1.3 Variant. Very Nice Pickup Suspension is bit Stiffer. But It helps in Car Driving At high speed. Really fun To drive. Totally Recommended. the Car Is giving me 9 to 10 in city And 13 to 14 in Highway's In my driving style. Transmission is really smooth. maintaines free Car.,Neutral
-1,122,toyota,std,four,wagon,rwd,front,104.5,0.902450745,0.923611111,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,12.36842105,High,0,1,"Exterior is Good looking, Fuel Economy is 18.1 km/l on motorway with less load. 16.1 on motorway with full load. 12-14 inside city. Powerful Engine. Automatic shifting of gears donot let u feel underpowered at salt range. Smooth drive. Hope to get suspension soft after 4 to 5k km mileage. Just drove 2k km.",Positive
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7775,6.351351351,Low,1,0,I have a silver premio 2015 model its a valvematic and an excellent car with excellent fuel consumption comfort luxury style the road grip of tha car is amazing and its xex full option 1800 cc i have also grande and civic but its a very different machine...,Positive
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,7975,8.703703704,Low,0,1,exterior of sportage is much batterthan of any other local car but i have a problem with breaks of this car the performance of breaks is of good i think kia must think about the design of interior of sportage AC performance of sportage is impressive,Positive
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7995,6.351351351,Low,1,0,"Exterior: As I am driving the car in most rushy areas of Lahore, there are slight touch ups in exterior but overall paint is shinny and genuine. Interior: The Interior of Swift is well finished and comfortable, and I have no complaints, I installed a 7-inch screen in my car Fuel Economy: If you maintain your car well and change engine oil on time and add good quality engine oil, due to that reason I am getting 14 KM/liter in city with AC and 15 to 16 KM/liter on highway ",Neutral
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8195,8.703703704,Low,0,1,Very Good car superior in pakistan in this category. Enjine power Good l Beautiful interior. I am want to change car is this year and after the checking of category of 1.5 cc automatic transmission car available in the market 1.6 altis Toyota is to expensive. In the prise of 27.37 Honda city aspire 1.5 Good Options. Zeshan Anjum Swati ,Positive
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8495,8.703703704,Low,0,1,"Exterior of car is good, though some times it looks bulky but give great in cabin space. Size of engine compartment and bonat is such that I have never felt I am going to hit something even if I am turning sharp or making a sudden overtake. The best part is its trunk. It gives great space. Overall it's a nice family car. ",Positive
2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,9495,6.351351351,Low,1,0,"Initially i was not impressed with Corolla 1.6 facelift fuel consumption with 205/55/R16 tires, vehicle was giving me 8km/L in city and sometimes even less. With time fuel consumption improved but then later i also learnt the trick to keep the fuel pressure at 33PSI. Thing is Honda City on other hand is way too bumpy even with low tire pressure of 26-27 psi whereas this vehicle is way better even with 33 PSI with good smooth handling, car does not seems heavy and now a fuel consumption within city of 10.5-11 km/liters with my little heavy foot.  Vehicle has a good road clearance and way better suspension, its truly meant for Pakistani Roads, like if i have to go anywhere maybe to a remote area, this vehicle is my true buddy and first choice of traveling without a slight inch of doubt in mind. Downside to this vehicle is shitty stock yokohamma tires with mostly an issue with side wall rupturing and unavailability of identical tire in market.   More ",Positive
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094,0.909722222,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9995,9.038461538,Low,0,1,"well, the car is totally awesome,as i was expecting it to be and much more comfortable than its rivals ie ciaz and city,as i dont know about the fuel mileage of city and ciaz but my car is giving only 10km/l in city and 12.5 on highways...i mean the company says it surely gives 18 to 20 on highways but thats not true... if you r thinking that there might be some problem with my car then thats not the case because i got it checked and scanned from a 3s dealership and their report says everything is fine and i always use Toyota motor oil... except the fuel mileage of my car everything is .,i mean the shape,performance,comfort and style worth it......  More ",Positive
3,122,volkswagen,std,two,convertible,fwd,front,94.5,0.765497357,0.891666667,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,9.791666667,Low,0,1,exterior of this car is very nice and very gorgeous shape air cutting shape. interior of this car is good but steering is not of good quality meter is much better than Toyota Corolla 2013. fuel average of this car is not good it gives 9 to 10 average on 1 litre it is not good because i also owned honda city 2014 aspire 1.5 its average is 10.5 in city with a.c. good car but expensive.,Neutral
3,256,volkswagen,std,two,hatchback,fwd,front,94.5,0.796251802,0.888888889,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,9.791666667,Low,0,1,"I am really enjoying my Suzuki Wagon r VXL model 2019. An excellent pick when needed on Pakistani roads style traffic. comfort driving and economical in petrol usage not only on highways/motorways and inside as well. one weak point when in bit high speed on motorways , it takes pressure and waved when any heavy traffic passes by or when any hurricane is there , then it is not driving friendly",Positive
0,122,volkswagen,std,four,sedan,fwd,front,100.4,0.865929841,0.929166667,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,12.36842105,Medium,0,1,I have suzuki khyber and i am using it for about 5 years and Alhamdulillah i'm 100% satisfied about my car it has no issues! Maintainable prices are totally reasonable! As i have 1999 model the last model and it costs about 4.5 lacks because the condition of my car is totally genuine and it's very much less driven plus it's condition tells about its value for money! ,Positive
0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,0.865929841,0.929166667,55.1,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,13845,7.121212121,Low,1,0,Assalam alaikum . This car is a very good car. price is very resonable. it is compared with toyota rush. it is 7 seater. back look is loke audi Q7. if you are looking for a car with the price 3 million this is the best car. Drive is also very smooth. ,Positive
0,122,volkswagen,std,four,wagon,fwd,front,100.4,0.879865449,0.929166667,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,12290,9.4,Low,0,1,"Bought this car 0 Meter for Kia Authorised dealership, and sold it at loss of almost 2.5 lakh after 2 months and made a very big mistake trusting this brand 1st of all at price more than 2 million, 2 lakh 95 Thousand to be exact with delivery charges and registration, you dont get back camera, no Indash infotainment system no Alloy rims, not even floor mats, Cultus being cheaper option gives you Indash system and Alloy rims, Now I come to the biggest Issues Poor Fuel Millage, I drove the car always on eco mode, with very light foot, and still got very poor fuel millage 9-12 in city and 12-13 on long without AC, The only reason person will select this tiny pony car instead of 1-2 years old Gli and City is for its fuel economy, its fuel average is poor than GLI AND CITY, so I sold this car immediately on Huge loss, another this to mention is Kia showroom misguided me that this cars fuel average is 18-20 which is bullshit dont trust shit they tell you they are liers More ",Positive
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.907256127,0.933333333,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,10.2173913,Medium,0,1,"civic 10th generation has been world wide recognised for its great looks from outside to inside. how ever in the pakistani market we do get the looks but at the cost of quality. The very best thing about civic 1.5 turbo is its engine and that maybe due the reason that the engine is imported. interms of the interior, its great looking but the quality is very poor. ive driven my car about 50,000 km and the steering wheel has begin to worn off. The interior reading lights stopped working at just 15,000km. The leather on the seats however is still holding up great. Coming towards the driving experience its one the best cars ive driven yet. Very easy to control, good breaking power, good mid range torque, feels stuck to the ground with good road feed back. Fuel economy is also comparitively very good. More ",Neutral
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.907256127,0.933333333,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,10.2173913,Medium,0,1,I owned a mercedes c class 180 espirit.The car is fantastic in comfort and performance. Its features are are comparable to todays car.It was over engineered for at that time.its my daily driven car.i have also owned 1983 Mercedes 190d diesel but there a major difference in both the models.its contains 4 airbags in 1999 the car pricing almost 4 million contains two airbags.the built quality is awesome.the maintenance is a issue but parts are pretty much available .Its a german car.its basic purpose is performance and comfort so fuel average is not as much good as a simple 1.8 car.my wish is to feature in your review and propagate my views to other people who want to buy this car but scares of its maintenance. I hope you like my review More ,Positive
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.907256127,0.933333333,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,9.791666667,Medium,0,1,"if you have an option to buy a car in range of 4-7 lakh than santro club is the best option as compare with specially mehran and cultus. Its comfort level is 4/5 . AC 4/5, Fuel economy 14-16km/ltr (EFI) and its best for long drive. if you are living in islamabad/RWP & planning for a trip in northern areas (isl/rwp - naran kaghan, babusar top, Skardu,deosaii plans, khunjarab) santro is the best because of its good heights from the ground level and its comfort level because of its leg space with high level comfortable seats. its body is more strong er as compare to other small cars in Pakistan.  More ",Positive
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.907256127,0.933333333,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,9.791666667,Medium,0,1,"Toyota Corolla (Japanese: ????????, Toyota Kar?ra) is a line of subcompact and compact cars manufactured by Toyota. Introduced in 1966, the Corolla was the best-selling car worldwide by 1974 and has been one of the best-selling cars in the world since then. In 1997, the Corolla became the best selling nameplate in the world, surpassing the Volkswagen Beetle.[1] Toyota reached the milestone of 44 million Corollas sold over twelve generations in 2016.[2] The series has undergone several major redesigns.",Positive
-2,103,volvo,turbo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,13.82352941,High,0,1,Exterior & interior design is soooooooooo good... This is my favourite car... Its fuel economy is so much batter than new cars... If you buy this cars... The next time you will be a great fan of this khyber........................................................ Exterior & interior design is soooooooooo good... This is my favourite car... Its fuel economy is so much batter than new cars... If you buy this cars... The next time you will be a great fan of this khyber........................................................ ,Neutral
-1,74,volvo,turbo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,13.82352941,High,0,1,It has a really beautiful look and it is a great car for daily use.I drive it around Islamabad for 100 km and it gave 17.2 km/l average on normal fuel.The new yokohama tyres give a better pick while the pick myself is astonishing. The sound sytem is pretty good aswell.The drive is really smooth. The one thing toyota should do is give default fog lights and change the shape totally in the upcoming models as compared to civic.,Positive
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,10.2173913,Medium,0,1,"Great car to drive ,first i owned a civic its better than civic compared to quality wise, interior of the civic is a bit better but the performance , the features are way better than the civic , the petrol average is way ahead i got about 17.7 Km/L (highway)on travelling compared to the civic i got max 12.7 KM/L on the same fuel quality. the drive is much better , but the price is high but worth it.",Positive
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256127,0.955555556,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,12.36842105,High,0,1,"Fog Lights, Projection Headlamps, Retractable Side mirrors with indicators, Key less entry from 3 sides, Tinted back glass, Alloy Rims, Tyres (185/60/15).  Push Start, Cruise Control, Adjustable Headlights, Height adjustment of driver seat, Leather trim, Multi - media Steering, Colored Meter, All Auto Windows, Digital Climate control.  Fuel Economy In City (20-22 km/l) On Long (30 + km/l)  Varies from driver to driver and the driving style.  The drive itself is smooth. The problem is in the ground clearance which causes the car to touch some speed breaker (which can be avoided by crossing the breaker with slow speed and tilting the car). Suspension is pretty good and takes most driven issues. Car is stable due to low clearance. Turning is smooth. AC performance is very good considering the harsh environment of Pakistan.  Aqua is an excellent car with an excellent fuel average. The car has all the features that make it stand out. More ",Neutral
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,13.05555556,Medium,0,1,"Good pickup better than JDM models available in market surprisingly comfortable seats as Suzuki not known for this feature, leg space also very good on back side overall good experience so far there are some issue as well like you will hear sounds from outside and sometime feel jerk in reverse mode but i would recommend for go and test drive before you make a decision . ",Positive
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,22470,9.038461538,Medium,1,0,"Prince pearl is one of the best at less price with so many features Air Condition, Air-Bags, Power Windows, Power Steering and much more. Prince pearl is thousands of times better than Suzuki Bolan. The design is amazing and very affordable.  Prince pearl is one of the best at less price with so many features Air Condition, Air-Bags, Power Windows, Power Steering and much more. Prince pearl is thousands of times better than Suzuki Bolan. The design is amazing and very affordable.",Positive
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,12.36842105,Medium,0,1,Reborn was introduced in 2006 and despite being so old it looks fabulous Leg space is less than corolla No hump in the middle Fuel economy is an issue. Around 8.5 Interior Grey color fades with time Stearing oil leaks. Gear gets stuck when shifting it to 2nd. Engine mounting is fragile. Back light fuses. The catylic converter chokes after driving 50k km. Handling is decent. Hydraulic power steering wheel The car has prons and cons its quick and good looking but not reliable at the same time ,Neutral
